
sample	lnL(posterior)	lnL(seq)	lnL(times)	lnL(rates)	birth	death	clock	root	tstv	nu	rr0	rr1	rr2	pr0	pr1	pr2	t(calib:CAL1_clade:CLADE1)	t(calib:CAL1_clade:CLADE2)	t(calib:CAL2_clade:CLADE3)	clade(calib:CAL1)	clade(calib:CAL2)	br0	br1	br2	br3	br4	br5	br6	br7	br8	br9	br10	br11	br12	br13	br14	br15	br16	br17	br18	br19	br20	br21	br22	br23	br24	br25	br26	br27	br28	br29	br30	br31	br32	br33	br34	br35	br36	br37	br38	br39	br40	br41	t22	t23	t24	t25	t26	t27	t28	t29	t30	t31	t32	t33	t34	t35	t36	t37	t38	t39	t40	t41	t42	accRT	tuneRT	accT	tuneT	accClock	tuneClock	accTCr	tuneTCr	accTreeRates	tuneTreeRates	accSprW	tuneSprW	accSpr	tuneSpr	accSprLoc	tuneSprLoc	
 22400	 -24004.6	 -23903.8	    -54.3	    -46.6	   0.0528529	   0.0214568	 0.000870842	     -378.71	      5.9725	     1.04885	0.111745	2.57035	7.75897	0.7469	0.201837	0.0512626	-53.0478	-19.8327	-378.71	CLADE1	CLADE3	0.963318	1.60076	1.21517	0.138353	2.6984	0.948546	1.53848	0.867239	1.99156	1.05912	1.30251	0.365457	2.44894	0.607486	0.94421	1.39133	1.62869	1.97746	1.43829	1.94442	1.89666	1.30018	0.192303	0.845555	0.0458901	0.597026	2.72597	0.378293	1.46484	0.331444	2.37852	3.03172	1.72577	2.19507	1.91749	0.411516	0.575204	1.14253	1.17376	0.964874	0.796427	2.89881	-15.7004	-12.7216	-88.1146	-4.53545	-22.7399	-25.9367	-5.97933	-6.81782	-60.3381	-22.4547	-25.8016	-43.3842	-14.3576	-17.4124	-16.2683	-28.6637	-51.1711	-19.8327	-53.0478	-9.37253	-378.71	0.049505	17.0859	0.217822	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 22500	 -24005.7	 -23902.2	    -54.0	    -49.6	   0.0685024	   0.0461726	 0.000805548	    -436.607	      5.9725	     1.05689	0.109158	2.51084	7.5793	0.737259	0.211478	0.0512626	-52.5215	-15.1019	-436.607	CLADE1	CLADE3	1.87572	2.16627	1.33457	0.12889	3.37744	1.15095	1.55103	0.621075	1.63615	1.23547	1.68264	0.301871	3.75061	0.598342	1.2823	1.59831	1.84783	1.81218	0.657877	0.816355	2.3214	1.25794	0.101448	1.7898	0.0492014	0.384112	3.2771	0.849325	1.57367	0.606067	1.59294	2.32065	1.06585	0.561746	1.36851	0.366626	0.895995	0.587144	1.0268	1.92063	0.0740461	2.36808	-11.9931	-9.91058	-125.557	-4.53545	-23.2523	-17.7921	-4.85385	-15.1282	-86.9191	-22.2795	-24.7999	-26.997	-12.3328	-17.1076	-18.4477	-29.499	-47.672	-15.1019	-52.5215	-6.08405	-436.607	0.049505	17.0859	0.217822	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 22600	 -24007.4	 -23903.1	    -52.1	    -52.2	   0.0756789	   0.0398058	  0.00100098	     -316.49	     6.24116	     1.33076	0.098714	2.51247	6.85416	0.737259	0.201223	0.0615182	-57.9686	-12.8165	-316.49	CLADE1	CLADE3	1.62779	2.0607	1.30401	0.143147	2.36525	1.07195	1.70752	0.857159	2.25809	1.2797	2.24468	0.382798	2.88955	0.476548	1.17196	1.21345	2.25825	2.21468	0.728593	0.965886	2.5556	1.42661	0.135065	1.20116	0.0489539	0.409665	0.726713	0.335261	2.36492	1.44932	1.216	0.19088	0.163799	4.79552	2.16034	1.055	1.13474	2.14655	0.175637	0.810344	2.46601	0.97806	-14.0331	-11.2401	-103.37	-3.62151	-21.0796	-17.1125	-6.09271	-11.9418	-58.8766	-14.4096	-15.5504	-30.8035	-8.87084	-13.2604	-9.94836	-45.0701	-33.0468	-12.8165	-57.9686	-5.62215	-316.49	0.049505	17.0859	0.217822	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 22700	 -24004.4	 -23901.5	    -54.3	    -48.6	   0.0756789	   0.0398058	 0.000986709	    -307.491	     5.58345	    0.835551	0.0949508	2.45308	6.97422	0.737259	0.1996	0.0631415	-59.597	-11.3743	-307.491	CLADE1	CLADE3	1.39971	1.3858	1.27308	0.165535	2.62962	1.42731	0.556683	0.844264	2.22412	1.85039	2.49004	0.253616	2.55429	0.503324	1.60099	1.10483	1.92552	1.88837	0.762977	0.991823	0.60944	1.43411	0.398521	1.82809	0.0456685	0.58664	1.06145	0.431594	1.85693	1.66067	2.01533	0.541598	0.144449	0.889315	3.04713	3.41362	0.646457	1.52845	1.31038	0.953351	2.19471	1.09421	-15.7925	-13.8136	-90.7408	-12.4803	-20.1397	-16.3724	-5.14097	-11.6892	-60.5787	-18.0491	-15.3332	-39.1506	-12.7629	-14.3723	-11.9526	-39.0638	-55.5433	-11.3743	-59.597	-8.22511	-307.491	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 22800	 -24006.3	 -23902.9	    -59.8	    -43.6	   0.0798606	   0.0398058	 0.000936123	    -328.546	     5.58345	     1.06119	0.0944255	2.43951	6.93563	0.737259	0.198369	0.064372	-61.8809	-14.9413	-328.546	CLADE1	CLADE3	1.3768	1.53625	1.08772	0.165535	1.81695	0.496374	0.403702	0.733107	1.83567	1.49768	2.09488	0.263902	3.02684	0.517939	1.62606	0.79901	1.65075	2.16745	0.393511	0.716382	0.607679	1.28213	0.333258	1.48673	0.0439975	0.637171	1.44798	0.344209	2.25281	1.10306	2.76159	0.537132	0.480454	0.590482	2.53739	0.49226	1.23843	1.34608	0.811221	1.65147	0.659003	0.651189	-19.8961	-18.2987	-88.1579	-17.5913	-20.7524	-17.2237	-8.50899	-20.729	-64.6393	-18.2151	-26.6267	-35.3006	-11.881	-16.6392	-14.7074	-35.7124	-57.0332	-14.9413	-61.8809	-7.83691	-328.546	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 22900	 -24012.7	 -23912.0	    -57.3	    -43.3	   0.0422659	   0.0207074	 0.000755776	    -356.122	     5.58345	    0.861156	0.0901137	2.32811	6.61892	0.736512	0.188863	0.0746247	-54.6783	-29.9709	-356.122	CLADE1	CLADE3	1.92007	1.69046	0.555164	0.147046	1.79653	0.372002	0.169506	1.21799	3.04979	0.809329	1.01957	0.295679	2.83725	0.447462	0.792406	0.968116	1.36104	2.04691	0.283117	0.542821	0.255151	0.620019	0.288284	1.00743	0.0490048	0.488585	1.02695	2.69452	0.746617	0.659587	1.65304	2.06996	0.648331	0.864959	2.10331	0.547455	0.226515	0.789101	0.977986	1.07623	0.123998	0.66151	-21.3142	-17.6212	-135.636	-41.6186	-23.2191	-33.775	-11.5833	-28.0697	-94.8284	-22.1114	-37.7707	-36.5339	-14.7011	-33.47	-9.03126	-44.7386	-48.4567	-29.9709	-54.6783	-7.00392	-356.122	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 23000	 -23999.8	 -23903.3	    -57.5	    -39.0	   0.0387283	   0.0078665	 0.000795959	    -356.122	     5.55411	    0.752821	0.0959552	2.29284	7.04799	0.723841	0.213626	0.0625332	-61.4264	-28.6808	-356.122	CLADE1	CLADE3	0.93844	1.40124	0.660285	0.15135	2.58999	0.902329	0.652581	0.815282	1.99039	0.728667	1.1149	0.252553	2.34527	0.686984	0.809149	1.12207	1.59545	1.90786	0.47362	0.511976	0.721845	1.17905	1.7551	0.347651	0.048923	0.401784	1.4972	0.847346	1.78112	1.38662	0.981157	0.191806	0.229551	0.783621	2.01074	0.19908	0.588789	1.47468	1.21061	1.21012	0.544707	2.60228	-26.5187	-13.572	-128.802	-11.1267	-27.0994	-32.5335	-7.62282	-26.409	-70.5558	-21.9091	-31.241	-39.9396	-13.2102	-18.1159	-14.4925	-42.9681	-58.3917	-28.6808	-61.4264	-10.5151	-356.122	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 23100	 -24003.2	 -23910.1	    -58.7	    -34.4	   0.0364649	   0.0106552	  0.00071966	    -386.334	     5.66097	    0.752821	0.092695	2.21494	6.80852	0.723841	0.20623	0.0699297	-66.9898	-25.1427	-386.334	CLADE1	CLADE3	0.725746	0.776124	0.573985	0.15135	1.69069	0.78941	0.36567	0.72949	2.265	1.1217	1.43405	0.220749	2.45239	0.459188	0.630833	0.660931	1.34878	1.89673	1.03502	1.00163	1.18947	1.02554	0.627302	0.931842	0.0451706	0.470464	1.27001	1.72576	1.94877	0.716557	1.17897	0.73182	0.125765	0.872231	1.37336	1.36812	0.450619	1.26417	1.00378	0.233752	1.46056	1.34868	-29.4094	-24.9961	-123.851	-11.6371	-31.4907	-41.29	-11.5806	-14.326	-76.8525	-30.3122	-22.8166	-46.3247	-18.7954	-21.4187	-16.7557	-48.8559	-64.1164	-25.1427	-66.9898	-19.7394	-386.334	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 23200	 -24009.3	 -23917.4	    -58.9	    -33.0	   0.0449814	   0.0164772	  0.00081053	    -320.487	     5.66097	     0.69238	0.0923597	2.20692	6.78389	0.723388	0.206101	0.070511	-81.8677	-17.5022	-320.487	CLADE1	CLADE3	1.07601	1.12937	0.838607	0.175196	1.54708	0.459399	0.511841	0.555489	0.861883	1.6654	1.54981	0.283628	2.26132	0.38487	1.14094	0.820512	0.8612	1.76964	1.56974	1.47724	0.775707	0.715358	0.24579	1.11902	0.0595982	0.451354	2.02969	0.485941	1.10306	0.173566	1.4448	0.757307	0.652042	1.54564	1.52635	0.591272	1.03292	0.836608	0.178716	0.46857	0.434589	0.801779	-24.2319	-21.3693	-129.452	-13.4564	-30.7818	-28.1074	-12.5184	-9.1412	-94.321	-29.2952	-34.703	-45.2771	-19.3446	-27.9559	-24.3286	-42.1478	-55.9379	-17.5022	-81.8677	-13.0262	-320.487	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 23300	 -24013.4	 -23914.1	    -61.0	    -38.3	   0.0449814	  0.00566839	 0.000814681	    -317.146	     5.78588	    0.675446	0.108992	3.12743	9.61344	0.758734	0.216171	0.0250945	-62.0864	-25.0902	-317.146	CLADE1	CLADE3	1.00931	1.05937	0.589587	0.175196	2.69083	0.799029	0.271514	0.527869	0.819029	1.09641	1.02031	0.276895	2.34737	0.475705	0.897577	0.941944	1.45205	2.98375	0.640812	0.603049	0.411485	1.34125	0.821439	0.310811	0.0563899	0.564504	1.20514	1.02514	2.10319	0.514	1.30547	0.927483	0.265322	1.21661	0.795961	0.224684	0.974931	1.66013	0.75884	0.514283	0.550349	1.30248	-30.1741	-18.8589	-111.111	-21.1876	-31.4154	-35.7284	-7.39883	-19.7856	-72.1429	-29.719	-32.1499	-44.1762	-11.4732	-14.7697	-26.1209	-50.4457	-57.0086	-25.0902	-62.0864	-13.887	-317.146	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 23400	 -24005.9	 -23912.5	    -60.2	    -33.3	    0.033974	  0.00851061	 0.000717167	    -318.613	     5.78588	    0.623065	0.108807	3.12212	9.59713	0.758734	0.215909	0.0253565	-71.6298	-25.4839	-318.613	CLADE1	CLADE3	1.13971	1.19624	0.704902	0.175196	1.74436	0.517979	1.15739	0.885595	1.37407	1.02371	0.952653	0.261464	2.29883	0.425625	0.851	1.07436	1.03191	2.12043	0.70116	0.65984	1.75406	0.539775	1.24269	0.389547	0.267143	0.193533	0.823258	1.07182	0.613056	0.30125	0.265759	0.495668	0.334701	0.978103	1.96741	1.45294	0.494333	1.69315	0.375176	0.381905	1.02571	1.55018	-25.1517	-16.5424	-279.371	-5.00648	-26.2226	-36.677	-11.4962	-17.382	-75.7112	-23.6478	-39.674	-44.8003	-16.2616	-36.9668	-15.6827	-54.2826	-58.7069	-25.4839	-71.6298	-12.3874	-318.613	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 23500	 -23998.4	 -23901.1	    -55.4	    -41.9	   0.0333224	  0.00450207	 0.000820021	    -322.271	     5.91041	    0.892574	0.0762453	2.06104	6.72506	0.719252	0.202162	0.0785862	-70.073	-18.594	-322.271	CLADE1	CLADE3	1.32888	1.57158	0.763851	0.195353	2.91372	1.69242	1.59867	0.676746	1.34235	1.37649	1.72535	0.235419	2.62296	0.470949	1.11986	1.36622	1.62057	2.1492	0.952995	1.16843	1.90891	0.977519	0.120045	0.312136	0.0132568	0.344233	1.09727	0.638691	0.918059	0.305387	1.40846	0.0847467	0.133901	0.529553	1.40442	0.205887	1.50625	2.30947	1.59172	0.367334	0.631741	1.83873	-26.0008	-12.5229	-112.728	-5.29152	-35.9082	-27.9894	-4.6176	-11.2717	-74.155	-24.5635	-33.4934	-39.9693	-13.379	-22.87	-20.7581	-58.5149	-65.9503	-18.594	-70.073	-8.97969	-322.271	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 23600	 -24000.2	 -23901.8	    -58.5	    -40.0	   0.0333224	 0.000907754	  0.00080825	    -315.783	     6.05115	    0.979296	0.0727521	1.96662	6.41696	0.695434	0.225822	0.0787446	-75.1799	-14.5252	-315.783	CLADE1	CLADE3	0.720681	0.852298	0.819766	0.195353	2.07256	1.20378	1.38819	0.66072	1.31056	1.78775	2.24084	0.217396	1.69729	0.414885	1.20196	0.864386	0.906487	1.20219	0.846555	1.25983	1.85341	1.09672	0.19774	1.11012	0.0132789	0.392244	1.93346	0.235147	0.832202	0.287842	1.75036	0.765976	1.15836	1.69985	3.0175	0.181898	0.760749	0.913594	1.19919	0.301633	0.765803	1.67921	-24.5804	-20.7356	-114.705	-5.55976	-30.7909	-26.4576	-6.58664	-12.67	-83.7916	-29.4489	-42.3791	-66.0439	-24.2669	-24.5666	-22.6122	-43.6788	-72.4623	-14.5252	-75.1799	-16.7992	-315.783	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 23700	 -24001.6	 -23905.7	    -55.0	    -40.9	   0.0291074	  0.00263145	 0.000832123	    -360.635	     6.05115	    0.851847	0.0723312	1.98086	6.37982	0.695434	0.225822	0.0787446	-62.3903	-19.5368	-360.635	CLADE1	CLADE3	1.10239	1.16292	0.491429	0.195353	1.18362	0.615158	0.924286	1.12326	2.19374	1.24838	1.76705	0.324457	3.27062	0.512691	1.29252	0.970576	1.08559	1.26109	1.14859	1.70932	1.70332	1.24119	0.539459	0.393658	0.0145432	0.342076	2.78583	0.824773	2.13931	0.484176	0.793592	0.874016	0.14121	0.670164	1.65834	0.982177	0.289961	1.57644	0.559568	1.94519	1.71713	1.30595	-29.2377	-15.2839	-149.604	-7.03366	-32.4033	-21.4874	-12.8891	-9.33828	-64.0026	-29.3841	-24.6192	-32.561	-20.2633	-19.8834	-13.3009	-40.756	-51.2575	-19.5368	-62.3903	-11.5387	-360.635	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.158416	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 23800	 -24000.7	 -23904.7	    -55.5	    -40.5	   0.0291074	   0.0037356	 0.000872055	     -356.56	     6.00689	    0.849878	0.0674439	1.81849	5.94875	0.695434	0.207903	0.0966637	-58.5062	-22.0504	-356.56	CLADE1	CLADE3	1.00921	1.19531	1.03532	0.204816	2.30149	1.19614	0.162262	0.669048	1.30666	1.19241	1.62293	0.356762	2.73608	0.566737	0.912587	1.17855	1.47671	1.43356	0.685367	0.75206	0.358694	1.6196	0.200369	0.784477	0.0133413	0.596611	1.91694	0.634003	1.75627	0.280799	1.31783	1.22301	1.02756	3.15908	1.27264	0.125254	0.571043	1.40199	0.342055	0.504402	0.662268	1.93523	-22.71	-16.5361	-118.098	-33.3617	-29.8062	-31.5469	-6.87129	-16.2226	-69.485	-28.3196	-38.7423	-42.5563	-18.4778	-15.7954	-23.148	-42.3892	-46.3696	-22.0504	-58.5062	-12.4548	-356.56	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.158416	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 23900	 -24000.7	 -23905.6	    -57.4	    -37.7	   0.0294511	  0.00938873	 0.000780085	    -344.916	     6.40346	    0.849878	0.0723085	2.0784	6.37783	0.695434	0.230905	0.0736616	-60.8824	-31.6069	-344.916	CLADE1	CLADE3	1.50957	1.78794	1.05776	0.228694	0.707668	0.367792	0.226905	0.74135	1.44786	0.939024	1.27806	0.315882	3.039	0.600348	0.927959	1.54371	1.32135	1.28274	0.580361	0.636835	0.501593	0.841407	0.320678	0.517058	0.0181948	0.419676	2.13984	1.00755	1.94526	0.451433	0.852029	0.283683	0.547921	0.877687	1.87568	1.04087	0.931768	1.2935	1.34894	1.55971	0.490037	1.83769	-22.14	-14.2505	-157.951	-26.9301	-33.2244	-34.4626	-25.2253	-21.6254	-78.3085	-29.4832	-37.4371	-43.2492	-23.4256	-34.3202	-23.5811	-45.1573	-59.1279	-31.6069	-60.8824	-9.39904	-344.916	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.158416	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 24000	 -24011.9	 -23911.2	    -54.6	    -46.1	   0.0299739	  0.00955539	 0.000808491	    -305.845	     5.88167	     1.14948	0.06114	1.75738	5.39273	0.695434	0.188417	0.116149	-69.813	-25.7914	-305.845	CLADE1	CLADE3	1.64354	1.9538	0.88778	0.322214	2.19243	1.17725	1.15993	1.55888	2.45513	1.41764	1.42541	0.347311	2.44725	0.628703	0.909454	1.2573	1.95691	2.42116	1.3412	2.3095	0.751662	1.57168	1.46519	0.598974	0.0197273	0.453583	1.76296	0.502936	1.84181	0.516022	1.74879	0.192621	0.236698	1.80068	2.54328	0.475629	0.807999	1.55216	2.99917	0.526422	1.22406	1.96217	-25.8898	-15.538	-133.659	-11.6191	-26.9445	-36.9924	-9.81715	-9.37352	-80.0877	-24.7254	-31.4088	-57.1111	-17.1796	-23.4612	-18.2156	-44.9385	-68.4208	-25.7914	-69.813	-10.1109	-305.845	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.158416	1.5	0.00961539	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 24100	 -24019.4	 -23914.5	    -59.6	    -45.3	   0.0465469	   0.0115021	 0.000863731	    -300.817	     6.40409	    0.975103	0.06114	1.75738	5.39273	0.695434	0.188417	0.116149	-55.1114	-24.8388	-300.817	CLADE1	CLADE3	1.84278	2.20704	0.789996	0.36641	2.35213	0.989007	1.28285	1.25111	2.47798	1.64639	1.82226	0.497831	3.29797	1.01273	1.10753	1.5926	1.85092	2.12671	0.707746	1.05589	0.893991	1.00437	0.404595	0.566953	0.026265	0.475602	2.11033	1.30185	1.36095	1.00894	1.30604	2.06207	0.822785	2.88951	2.35413	0.535744	0.410907	1.70162	0.923702	1.24132	0.334411	1.88034	-25.4228	-16.4203	-150.843	-11.6191	-29.1851	-29.964	-11.6181	-21.7303	-78.2698	-27.8115	-36.2454	-40.2276	-19.6111	-29.2187	-17.4061	-42.4094	-46.8239	-24.8388	-55.1114	-10.0861	-300.817	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.158416	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 24200	 -24008.7	 -23912.6	    -54.2	    -41.9	   0.0362951	   0.0129603	 0.000913323	    -300.817	     5.53213	    0.975103	0.06114	1.75738	5.39273	0.695434	0.188417	0.116149	-61.9123	-28.1848	-300.817	CLADE1	CLADE3	1.1083	1.32738	0.76222	0.29679	1.81457	0.863432	2.03064	0.769115	1.57946	1.16316	1.40011	0.319975	2.36356	0.722767	0.789472	0.817898	2.05819	2.77695	0.92684	1.4912	2.22213	0.820334	2.30458	1.1547	0.0381561	0.721867	2.57406	0.891331	1.15457	0.200432	2.04224	0.783303	0.748635	1.42221	1.76798	0.700698	0.826319	1.71422	2.08553	0.528451	1.22535	1.17708	-24.4999	-21.6652	-101.549	-4.93069	-27.6789	-37.0538	-12.1984	-13.4407	-67.436	-25.3317	-35.9253	-48.7669	-13.0367	-30.681	-19.6582	-38.6027	-60.7821	-28.1848	-61.9123	-13.5838	-300.817	0.049505	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.158416	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 24300	 -24017.1	 -23909.7	    -57.0	    -50.3	   0.0449329	   0.0160039	 0.000887424	    -300.817	     6.43194	     1.24966	0.0606738	1.78445	5.35161	0.695434	0.188417	0.116149	-53.2116	-24.7759	-300.817	CLADE1	CLADE3	1.19672	1.92172	0.845464	0.28538	1.85953	1.17789	0.268883	0.863435	1.78162	1.28939	1.63283	0.536042	4.27272	0.796297	1.3591	0.947166	2.11662	2.76366	1.67264	1.93712	0.362742	1.53454	0.241117	1.69578	0.0602346	0.532107	1.56487	2.46983	2.35649	0.629477	1.04985	0.870023	0.0901377	1.57545	2.52035	1.72028	1.44615	1.83386	0.149561	3.15586	0.50603	0.65611	-24.4455	-22.0033	-152.357	-38.6915	-29.2668	-27.5357	-10.1756	-8.75945	-74.3117	-26.6006	-22.1002	-33.1224	-14.0634	-20.3704	-25.7337	-48.2541	-45.71	-24.7759	-53.2116	-11.471	-300.817	0.009901	17.0859	0.0693069	3.375	0.237624	0.444444	0.108911	3.375	0.158416	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.0192308	9.04377E-08	
 24400	 -24013.3	 -23905.8	    -57.8	    -49.7	   0.0449329	   0.0260423	 0.000775987	    -356.565	     5.55937	     1.26634	0.0830083	2.39769	7.32158	0.714422	0.233593	0.0519853	-76.9662	-38.0775	-356.565	CLADE1	CLADE3	1.21548	1.09613	0.885404	0.251641	2.2488	0.672967	0.872634	1.73486	3.18074	0.8978	1.28366	0.341467	3.43957	0.594811	1.00459	1.12528	1.43046	2.14105	1.20806	1.59631	1.11517	1.41906	0.705104	1.07449	0.0487179	0.637179	1.87556	2.50222	2.11983	0.937238	2.18229	1.21234	0.128455	1.25204	2.28667	2.74885	0.303273	1.64758	0.30225	2.72951	2.59919	1.80286	-29.867	-21.8939	-116.396	-12.9878	-32.161	-40.5831	-11.8566	-11.5799	-80.8181	-30.8161	-28.1937	-44.8239	-20.2488	-26.8633	-11.8909	-49.4194	-65.0235	-38.0775	-76.9662	-14.7747	-356.565	0.009901	17.0859	0.0693069	3.375	0.237624	0.444444	0.108911	3.375	0.158416	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.0192308	9.04377E-08	
 24500	 -24011.0	 -23905.4	    -55.5	    -50.1	   0.0282262	  0.00814856	 0.000766578	    -344.027	     5.55937	     1.26634	0.0740845	2.13992	6.53447	0.714422	0.20913	0.0764484	-64.5258	-14.8872	-344.027	CLADE1	CLADE3	1.30812	1.17967	0.907614	0.251641	1.83959	1.09434	0.955879	1.4939	3.05641	2.21559	3.16781	0.333264	3.49825	0.637565	1.14524	1.17478	1.7832	2.98603	1.25902	2.32492	0.965497	1.94631	0.41398	1.81861	0.0797993	0.332656	2.16082	0.998677	2.79031	0.987805	0.666622	0.562351	0.239638	1.05419	2.1496	0.735028	0.237852	1.91332	1.37813	0.480095	0.899166	1.71991	-26.0696	-22.4616	-202.763	-12.5083	-31.8153	-30.9239	-10.94	-8.74008	-73.9573	-28.4486	-22.5877	-42.5223	-13.7229	-19.2499	-13.3233	-46.2685	-60.8304	-14.8872	-64.5258	-16.5491	-344.027	0.009901	17.0859	0.0693069	3.375	0.237624	0.444444	0.108911	3.375	0.158416	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.0192308	9.04377E-08	
 24600	 -24016.4	 -23906.0	    -55.1	    -55.4	   0.0282262	  0.00389144	 0.000817639	    -301.084	     5.55937	     1.34002	0.074286	2.14574	6.55224	0.715734	0.207817	0.0764484	-56.2161	-14.7495	-301.084	CLADE1	CLADE3	2.33787	2.39447	0.8013	0.312287	1.90487	0.565788	0.22831	0.670036	1.46186	2.41609	3.52073	0.434023	4.17754	0.872765	1.9983	1.32111	2.91265	3.76646	1.97589	2.25699	0.207237	1.18675	2.96494	0.577853	0.0662211	1.03931	2.24987	0.993845	1.6113	0.418605	2.04639	0.702693	0.897235	1.50497	1.11192	0.684366	2.00968	2.74598	1.97071	1.38704	0.464505	1.58059	-33.2058	-19.3045	-116.199	-50.0611	-34.5607	-21.6018	-14.8239	-7.76613	-71.7533	-28.8432	-41.2555	-38.5698	-11.6499	-32.7529	-32.2628	-49.7788	-50.7299	-14.7495	-56.2161	-10.3478	-301.084	0.009901	17.0859	0.0693069	3.375	0.237624	0.444444	0.108911	3.375	0.158416	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 24700	 -24018.2	 -23905.3	    -65.1	    -47.7	   0.0409313	  0.00410366	 0.000762485	     -315.73	     5.55937	     1.07644	0.083214	2.40229	7.33972	0.7224	0.222305	0.0552941	-56.6583	-25.3588	-315.73	CLADE1	CLADE3	2.43424	2.19054	1.2931	0.318462	1.63325	0.485112	0.56277	0.493631	1.32559	1.54627	1.96913	0.446146	3.33425	0.926038	1.06613	1.78779	1.45092	2.19965	0.89584	1.22912	0.644465	1.31012	0.332669	0.623193	0.117755	0.44847	2.56871	1.80872	1.93211	0.335788	1.16558	0.149161	0.775125	2.78399	2.19889	0.453685	1.23652	1.45619	2.89471	0.752891	0.257373	2.33807	-33.2974	-14.1902	-177.519	-26.5125	-41.8659	-38.0025	-18.4888	-18.3177	-94.3906	-20.9131	-41.3092	-46.7319	-21.6409	-31.7273	-38.0481	-56.1199	-52.7871	-25.3588	-56.6583	-9.61789	-315.73	0.009901	17.0859	0.0693069	3.375	0.237624	0.444444	0.108911	3.375	0.158416	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
